"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
55,100025,24.6622,54,10,474,127,10,337,0.267932,0,0,0,1
56,120067,67.0161,54,12,474,144,12,318,0.303797,0,0,0,1
57,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
58,30095.5,95.4937,157,3,474,424,3,47,0.894515,0,0,0,1
59,70040,40.0411,99,7,474,262,7,205,0.552743,0,0,0,1
60,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
61,90010,10.0362,35,9,474,79,9,386,0.166667,0,0,0,1
62,50091.9,91.9475,151,5,474,411,5,58,0.867089,0,0,0,1
63,80017.7,17.6886,42,8,474,103,8,363,0.2173,0,0,0,1
64,60025.4,25.4151,80,6,474,214,6,254,0.451477,0,0,0,1
65,80017.7,17.6886,42,8,474,103,8,363,0.2173,0,0,0,1
66,100025,24.6622,54,10,474,127,10,337,0.267932,0,0,0,1
67,70005.4,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
68,60084.7,84.7047,96,6,474,254,6,214,0.535865,0,0,0,1
69,60016.5,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
70,90085.9,85.8676,123,9,474,338,9,127,0.71308,0,0,0,1
71,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
72,90085.9,85.8676,123,9,474,338,9,127,0.71308,0,0,0,1
73,60016.5,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
74,90010,10.0362,35,9,474,79,9,386,0.166667,0,0,0,1
75,60016.5,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
76,120016,15.789,46,12,474,128,12,334,0.270042,0,0,0,1
77,80017.7,17.6886,42,8,474,103,8,363,0.2173,0,0,0,1
78,70016.7,16.7138,23,7,474,48,7,419,0.101266,0,0,0,1
79,170019,18.8516,69,17,474,184,17,273,0.388186,0,0,0,1
80,60016.5,16.4989,23,6,474,49,6,419,0.103376,0,0,0,1
81,90085.9,85.8676,123,9,474,338,9,127,0.71308,0,0,0,1
82,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
83,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
84,30095.5,95.4937,157,3,474,424,3,47,0.894515,0,0,0,1
85,60025.4,25.4151,80,6,474,214,6,254,0.451477,0,0,0,1
86,70005.4,5.41909,10,7,474,12,7,455,0.0253165,0,0,0,1
87,50107.1,107.057,153,5,474,413,5,56,0.871308,0,0,0,1
88,80017.7,17.6886,42,8,474,103,8,363,0.2173,0,0,0,1
89,30095.5,95.4937,157,3,474,424,3,47,0.894515,0,0,0,1
90,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
91,60025.4,25.4151,80,6,474,214,6,254,0.451477,0,0,0,1
92,60084.7,84.7047,96,6,474,254,6,214,0.535865,0,0,0,1
93,80100.5,100.494,142,8,474,387,8,79,0.816456,0,0,0,1
94,80017.7,17.6886,42,8,474,103,8,363,0.2173,0,0,0,1
95,30095.5,95.4937,157,3,474,424,3,47,0.894515,0,0,0,1
96,30095.5,95.4937,157,3,474,424,3,47,0.894515,0,0,0,1
97,110.12,110.12,176,0,474,474,0,0,1,0,0,0,1
98,80100.5,100.494,142,8,474,387,8,79,0.816456,0,0,0,1
99,90010,10.0362,35,9,474,79,9,386,0.166667,0,0,0,1
100,30095.5,95.4937,157,3,474,424,3,47,0.894515,0,0,0,1
