"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
2,,1.314667,1.540000,0,74,0,184549377,yes,1.000000
1,,0.780000,2.373333,0,73,0,184549377,yes,1.000000
