"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,5.45953,1.55953,38,39,474,70,39,365,0.147679,0,0,0,1
2,5.1602,1.1602,34,40,474,64,40,370,0.135021,0,0,0,1
3,5.16011,1.66011,44,35,474,94,35,345,0.198312,2.29018e-08,9.99884e-10,1,1
4,5.50283,2.00283,49,35,474,100,35,339,0.21097,0,0,0,1
5,5.43003,1.33003,37,41,474,68,41,365,0.14346,0,0,0,1
6,5.1602,1.1602,34,40,474,64,40,370,0.135021,0,0,0,1
7,5.46011,1.66011,43,38,474,91,38,345,0.191983,2.2902e-08,9.99895e-10,1,1
8,5.73308,1.33308,36,44,474,64,44,366,0.135021,0,0,0,1
9,6.06272,2.96272,60,31,474,135,31,308,0.28481,0,0,0,1
10,5.1602,1.1602,33,40,474,63,40,371,0.132911,0,0,0,1
11,5.1602,1.1602,33,40,474,63,40,371,0.132911,0,0,0,1
12,5.1602,1.1602,33,40,474,63,40,371,0.132911,0,0,0,1
13,5.16011,1.66011,44,35,474,94,35,345,0.198312,2.29035e-08,9.9996e-10,1,1
14,5.1602,1.1602,35,40,474,66,40,368,0.139241,0,0,0,1
15,5.16011,1.66011,44,35,474,94,35,345,0.198312,2.29024e-08,9.99911e-10,1,1
16,5.2602,1.1602,33,41,474,63,41,370,0.132911,0,0,0,1
17,5.1602,1.1602,33,40,474,63,40,371,0.132911,0,0,0,1
18,5.37409,0.874092,35,45,474,63,45,366,0.132911,0,0,0,1
19,5.44428,1.54428,44,39,474,85,39,350,0.179325,2.29035e-08,9.99959e-10,1,1
20,5.18749,1.78749,47,34,474,99,34,341,0.208861,0,0,0,1
21,6.37368,1.57368,37,48,474,66,48,360,0.139241,0,0,0,1
22,5.1602,1.1602,35,40,474,66,40,368,0.139241,0,0,0,1
23,5.1602,1.1602,34,40,474,64,40,370,0.135021,0,0,0,1
24,5.16011,1.66011,44,35,474,94,35,345,0.198312,2.29028e-08,9.9993e-10,1,1
25,5.40147,1.00147,36,44,474,65,44,365,0.137131,0,0,0,1
26,5.37409,0.874092,33,45,474,60,45,369,0.126582,0,0,0,1
27,5.1602,1.1602,34,40,474,64,40,370,0.135021,0,0,0,1
28,5.43003,1.33003,38,41,474,70,41,363,0.147679,0,0,0,1
29,5.75336,1.85336,35,39,474,64,39,371,0.135021,0,0,0,1
30,5.1602,1.1602,33,40,474,63,40,371,0.132911,0,0,0,1
31,5.37409,0.874092,34,45,474,61,45,368,0.128692,0,0,0,1
32,5.42995,1.82995,47,36,474,98,36,340,0.206751,0,0,0,1
