"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
33,5.47409,0.874092,34,46,474,61,46,367,0.128692,0,0,0,1
34,5.63088,1.73088,48,39,474,94,39,341,0.198312,0,0,0,1
35,5.1602,1.1602,35,40,474,66,40,368,0.139241,0,0,0,1
36,5.43003,1.33003,37,41,474,68,41,365,0.14346,0,0,0,1
37,5.1602,1.1602,34,40,474,64,40,370,0.135021,0,0,0,1
38,5.45953,1.55953,38,39,474,70,39,365,0.147679,0,0,0,1
39,5.80327,2.00327,46,38,474,90,38,346,0.189873,2.29026e-08,9.9992e-10,1,1
40,5.89675,1.79675,37,41,474,67,41,366,0.14135,0,0,0,1
41,5.16011,1.66011,44,35,474,94,35,345,0.198312,2.29006e-08,9.99832e-10,1,1
42,6.36037,1.96037,48,44,474,95,44,335,0.200422,2.29043e-08,9.99997e-10,1,1
43,5.1602,1.1602,33,40,474,63,40,371,0.132911,0,0,0,1
44,5.1602,1.1602,33,40,474,63,40,371,0.132911,0,0,0,1
45,5.85269,2.25269,40,36,474,73,36,365,0.154008,0,0,0,1
46,5.45953,1.55953,37,39,474,69,39,366,0.14557,0,0,0,1
47,5.5035,1.6035,45,39,474,93,39,342,0.196203,2.29038e-08,9.99974e-10,1,1
48,5.43003,1.33003,36,41,474,67,41,366,0.14135,0,0,0,1
49,5.55953,1.55953,38,40,474,70,40,364,0.147679,0,0,0,1
50,5.1602,1.1602,33,40,474,63,40,371,0.132911,0,0,0,1
51,5.1602,1.1602,33,40,474,63,40,371,0.132911,0,0,0,1
52,5.50182,1.50182,44,40,474,87,40,347,0.183544,2.29041e-08,9.99986e-10,1,1
53,5.2602,1.1602,35,41,474,66,41,367,0.139241,0,0,0,1
54,5.44428,1.54428,44,39,474,85,39,350,0.179325,2.29034e-08,9.99956e-10,1,1
55,5.60358,1.10358,36,45,474,65,45,364,0.137131,0,0,0,1
56,5.5035,1.6035,46,39,474,96,39,339,0.202532,0,0,0,1
57,5.78489,2.48489,57,33,474,133,33,308,0.280591,2.29026e-08,9.99921e-10,1,1
58,5.1602,1.1602,33,40,474,63,40,371,0.132911,0,0,0,1
59,5.16011,1.66011,44,35,474,94,35,345,0.198312,2.29018e-08,9.99884e-10,1,1
60,5.37409,0.874092,34,45,474,61,45,368,0.128692,0,0,0,1
61,6.55122,1.75122,36,48,474,65,48,361,0.137131,0,0,0,1
62,5.43003,1.33003,36,41,474,67,41,366,0.14135,0,0,0,1
63,5.75566,2.55566,60,32,474,138,32,304,0.291139,2.29032e-08,9.99946e-10,1,1
64,5.57334,1.77334,48,38,474,97,38,339,0.204641,0,0,0,1
65,5.16011,1.66011,44,35,474,94,35,345,0.198312,2.29024e-08,9.99913e-10,1,1
66,5.2602,1.1602,34,41,474,64,41,369,0.135021,0,0,0,1
67,5.47409,0.874092,34,46,474,63,46,365,0.132911,0,0,0,1
68,5.5896,1.8896,45,37,474,93,37,344,0.196203,2.29045e-08,1e-09,1,1
69,5.1602,1.1602,33,40,474,63,40,371,0.132911,0,0,0,1
70,5.9174,1.3174,46,46,474,92,46,336,0.194093,2.29041e-08,9.99987e-10,1,1
71,5.1602,1.1602,35,40,474,66,40,368,0.139241,0,0,0,1
72,5.2602,1.1602,35,41,474,66,41,367,0.139241,0,0,0,1
73,5.75944,2.05944,48,37,474,97,37,340,0.204641,0,0,0,1
74,5.42828,2.42828,57,30,474,134,30,310,0.2827,0,0,0,1
75,5.48758,1.28758,36,42,474,68,42,364,0.14346,0,0,0,1
76,5.16011,1.66011,44,35,474,94,35,345,0.198312,2.29028e-08,9.99928e-10,1,1
77,5.1602,1.1602,34,40,474,64,40,370,0.135021,0,0,0,1
78,5.1602,1.1602,33,40,474,63,40,371,0.132911,4.06864e-14,1.77636e-15,1,1
79,5.37409,0.874092,34,45,474,61,45,368,0.128692,0,0,0,1
80,5.2602,1.1602,33,41,474,63,41,370,0.132911,0,0,0,1
81,5.68902,1.78902,37,39,474,69,39,366,0.14557,0,0,0,1
82,5.90139,1.50139,46,44,474,93,44,337,0.196203,2.29029e-08,9.99933e-10,1,1
83,5.79811,2.59811,59,32,474,139,32,303,0.293249,0,0,0,1
84,5.1602,1.1602,34,40,474,64,40,370,0.135021,0,0,0,1
85,5.45953,1.55953,38,39,474,70,39,365,0.147679,0,0,0,1
86,5.1602,1.1602,35,40,474,66,40,368,0.139241,0,0,0,1
87,5.9035,1.6035,44,43,474,90,43,341,0.189873,2.29036e-08,9.99964e-10,1,1
88,5.1602,1.1602,33,40,474,63,40,371,0.132911,0,0,0,1
89,5.43003,1.33003,38,41,474,70,41,363,0.147679,0,0,0,1
90,5.45953,1.55953,38,39,474,70,39,365,0.147679,0,0,0,1
91,5.58969,1.38969,35,42,474,65,42,367,0.137131,0,0,0,1
92,5.16011,1.66011,44,35,474,94,35,345,0.198312,2.29008e-08,9.99841e-10,1,1
93,5.1602,1.1602,34,40,474,64,40,370,0.135021,0,0,0,1
94,5.47409,0.874092,33,46,474,60,46,368,0.126582,0,0,0,1
95,5.1602,1.1602,34,40,474,64,40,370,0.135021,0,0,0,1
96,5.16011,1.66011,44,35,474,94,35,345,0.198312,2.29028e-08,9.99929e-10,1,1
97,5.57494,1.27494,44,43,474,87,43,344,0.183544,2.29023e-08,9.99907e-10,1,1
98,5.1602,1.1602,34,40,474,64,40,370,0.135021,0,0,0,1
99,5.5035,1.6035,45,39,474,93,39,342,0.196203,2.2903e-08,9.99937e-10,1,1
100,5.1602,1.1602,33,40,474,63,40,371,0.132911,0,0,0,1
