"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,56.6232,0.623245,205,56,2830,355,56,2419,0.125442,0,0,0,1
2,35.2233,2.22328,712,33,2830,1323,33,1474,0.467491,0,0,0,1
3,55.3377,2.33766,1041,53,2830,1959,53,818,0.692226,0,0,0,1
4,42.9352,0.935162,543,42,2830,999,42,1789,0.353004,0,0,0,1
5,14.2627,2.26272,1149,12,2830,2192,12,626,0.774558,0,0,0,1
6,44.9546,0.954571,442,44,2830,801,44,1985,0.283039,0,0,0,1
7,49.1218,1.12178,325,48,2830,582,48,2200,0.205654,0,0,0,1
8,33.048,2.04796,659,31,2830,1239,31,1560,0.437809,0,0,0,1
9,34.1399,1.13989,410,33,2830,745,33,2052,0.263251,0,0,0,1
10,92.9408,0.940773,356,92,2830,618,92,2120,0.218375,0,0,0,1
11,38.9009,1.90088,684,37,2830,1259,37,1534,0.444876,0,0,0,1
12,36.7301,0.73014,440,36,2830,813,36,1981,0.287279,0,0,0,1
13,65.8099,0.809912,301,65,2830,522,65,2243,0.184452,0,0,0,1
14,89.1523,1.15233,466,88,2830,825,88,1917,0.291519,0,0,0,1
15,80.4954,1.4954,787,79,2830,1471,79,1280,0.519788,0,0,0,1
16,63.1979,1.19794,343,62,2830,613,62,2155,0.216608,0,0,0,1
17,29.2127,2.21275,675,27,2830,1257,27,1546,0.44417,0,0,0,1
18,79.3327,1.33274,538,78,2830,980,78,1772,0.34629,0,0,0,1
19,82.8381,2.83805,1118,80,2830,2077,80,673,0.733922,0,0,0,1
20,99.5841,1.5841,715,98,2830,1306,98,1426,0.461484,0,0,0,1
21,45.8788,1.87881,497,44,2830,894,44,1892,0.315901,0,0,0,1
22,33.1616,3.16158,1056,30,2830,2000,30,800,0.706714,0,0,0,1
23,30.057,1.05704,385,29,2830,710,29,2091,0.250883,0,0,0,1
24,35.4373,2.43729,943,33,2830,1789,33,1008,0.632155,0,0,0,1
25,16.6354,3.63537,1161,13,2830,2200,13,617,0.777385,0,0,0,1
26,32.4164,1.4164,469,31,2830,861,31,1938,0.30424,0,0,0,1
27,33.7702,1.77017,817,32,2830,1551,32,1247,0.548057,0,0,0,1
28,71.5499,1.54987,584,70,2830,1081,70,1679,0.381979,0,0,0,1
29,92.9448,1.94478,667,91,2830,1233,91,1506,0.435689,0,0,0,1
30,51.3969,2.39689,706,49,2830,1322,49,1459,0.467138,0,0,0,1
31,39.4869,0.486928,302,39,2830,542,39,2249,0.191519,0,0,0,1
32,56.659,0.659038,210,56,2830,356,56,2418,0.125795,0,0,0,1
33,27.3108,1.31077,260,26,2830,475,26,2329,0.167845,0,0,0,1
34,47.5492,2.54924,681,45,2830,1251,45,1534,0.442049,0,0,0,1
35,101.048,1.04784,506,100,2830,920,100,1810,0.325088,0,0,0,1
36,47.1766,2.17664,1084,45,2830,2047,45,738,0.723322,0,0,0,1
37,32.2285,2.22849,1038,30,2830,1965,30,835,0.694346,0,0,0,1
38,58.5484,1.5484,487,57,2830,900,57,1873,0.318021,0,0,0,1
39,11.8996,1.89957,354,10,2830,651,10,2169,0.230035,0,0,0,1
40,55.2996,3.29961,1123,52,2830,2095,52,683,0.740283,0,0,0,1
41,53.8041,1.80407,755,52,2830,1395,52,1383,0.492933,0,0,0,1
42,36.9387,1.93871,1021,35,2830,1931,35,864,0.682332,0,0,0,1
43,63.0931,1.09309,353,62,2830,615,62,2153,0.217314,0,0,0,1
44,31.3888,3.38881,1106,28,2830,2088,28,714,0.737809,0,0,0,1
45,38.1863,2.18629,461,36,2830,843,36,1951,0.29788,0,0,0,1
46,43.1386,2.13864,1015,41,2830,1913,41,876,0.675972,0,0,0,1
47,44.947,1.94698,856,43,2830,1612,43,1175,0.569611,0,0,0,1
48,53.1612,1.16116,377,52,2830,687,52,2091,0.242756,0,0,0,1
49,52.1024,1.10237,507,51,2830,942,51,1837,0.332862,0,0,0,1
50,86.251,2.25101,891,84,2830,1641,84,1105,0.579859,0,0,0,1
51,26.3906,1.39057,281,25,2830,511,25,2294,0.180565,0,0,0,1
52,85.6585,1.6585,439,84,2830,777,84,1969,0.274558,0,0,0,1
53,60.124,0.124003,173,60,2830,285,60,2485,0.100707,0,0,0,1
54,76.5559,2.55594,875,74,2830,1624,74,1132,0.573852,0,0,0,1
55,46.1035,1.10354,213,45,2830,370,45,2415,0.130742,0,0,0,1
56,38.3626,1.3626,505,37,2830,930,37,1863,0.328622,0,0,0,1
57,55.2218,1.22175,420,54,2830,777,54,1999,0.274558,0,0,0,1
58,49.8151,1.8151,876,48,2830,1650,48,1132,0.583039,0,0,0,1
59,51.8707,1.87072,649,50,2830,1205,50,1575,0.425795,0,0,0,1
60,72.7923,0.792325,375,72,2830,660,72,2098,0.233216,0,0,0,1
61,51.8498,0.84985,239,51,2830,409,51,2370,0.144523,0,0,0,1
62,50.5293,1.52933,542,49,2830,1017,49,1764,0.359364,0,0,0,1
63,53.2508,3.25082,1289,50,2830,2424,50,356,0.856537,0,0,0,1
64,80.7661,2.76608,904,78,2830,1685,78,1067,0.595406,0,0,0,1
65,42.8571,2.85711,1055,40,2830,2001,40,789,0.707067,0,0,0,1
66,43.699,3.69897,1326,40,2830,2500,40,290,0.883392,0,0,0,1
67,25.4268,2.42683,735,23,2830,1368,23,1439,0.483392,0,0,0,1
68,66.8487,1.84866,510,65,2830,937,65,1828,0.331095,0,0,0,1
69,48.3952,1.39521,634,47,2830,1172,47,1611,0.414134,0,0,0,1
70,56.8727,1.87273,926,55,2830,1735,55,1040,0.613074,0,0,0,1
71,63.6587,1.65875,632,62,2830,1179,62,1589,0.416608,0,0,0,1
72,74.287,1.28702,498,73,2830,904,73,1853,0.319435,0,0,0,1
73,61.1897,1.18972,613,60,2830,1122,60,1648,0.396466,0,0,0,1
74,48.2275,3.22749,1086,45,2830,2020,45,765,0.713781,0,0,0,1
75,56.7103,2.71032,762,54,2830,1418,54,1358,0.50106,0,0,0,1
76,40.1209,3.1209,802,37,2830,1493,37,1300,0.527562,0,0,0,1
77,46.8357,1.83566,819,45,2830,1546,45,1239,0.54629,0,0,0,1
78,48.5304,1.53044,518,47,2830,956,47,1827,0.337809,0,0,0,1
79,60.6197,2.61971,688,58,2830,1255,58,1517,0.443463,0,0,0,1
80,60.4806,1.4806,526,59,2830,976,59,1795,0.344876,0,0,0,1
81,25.3922,2.3922,709,23,2830,1318,23,1489,0.465724,0,0,0,1
82,41.9537,2.95371,747,39,2830,1390,39,1401,0.491166,0,0,0,1
83,32.3779,1.37789,281,31,2830,503,31,2296,0.177739,0,0,0,1
84,33.1592,2.15915,950,31,2830,1805,31,994,0.637809,0,0,0,1
85,37.0334,3.03337,921,34,2830,1739,34,1057,0.614488,0,0,0,1
86,25.3609,2.36092,670,23,2830,1243,23,1564,0.439223,0,0,0,1
87,44.7195,1.71954,815,43,2830,1541,43,1246,0.544523,0,0,0,1
88,82.8495,2.84951,1030,80,2830,1922,80,828,0.679152,0,0,0,1
89,32.4271,2.42711,684,30,2830,1255,30,1545,0.443463,0,0,0,1
