"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
90,34.5653,2.56527,621,32,2830,1139,32,1659,0.402473,0,0,0,1
91,31.5104,2.5104,1181,29,2830,2240,29,561,0.791519,0,0,0,1
92,71.9071,1.90713,602,70,2830,1096,70,1664,0.387279,0,0,0,1
93,38.3695,2.36951,617,36,2830,1143,36,1651,0.403887,0,0,0,1
94,49.2258,2.22583,996,47,2830,1870,47,913,0.660777,0,0,0,1
95,48.2848,1.28477,507,47,2830,928,47,1855,0.327915,0,0,0,1
96,38.0036,2.00357,380,36,2830,688,36,2106,0.24311,0,0,0,1
97,107.316,1.31571,556,106,2830,997,106,1727,0.352297,0,0,0,1
98,54.0245,1.02454,455,53,2830,825,53,1952,0.291519,0,0,0,1
99,53.1461,1.1461,410,52,2830,742,52,2036,0.262191,0,0,0,1
100,26.7951,2.79513,825,24,2830,1553,24,1253,0.548763,0,0,0,1
