"planning_unit","number"
1490,44
1489,44
1488,44
1487,44
1486,44
1485,44
1484,44
1483,44
1482,44
1481,44
1480,45
1479,46
1478,46
1477,46
1476,46
1475,46
1474,44
1473,44
1472,44
1471,44
1470,44
1469,44
1468,44
1467,44
1466,44
1465,44
1464,45
1463,46
1462,46
1461,46
1460,46
1459,46
1458,44
1457,44
1456,44
1455,44
1454,44
1453,44
1452,44
1451,44
1450,44
1449,45
1448,46
1447,46
1446,46
1445,46
1444,46
1443,44
1442,44
1441,44
1440,44
1439,44
1438,44
1437,44
1436,44
1435,44
1434,45
1433,46
1432,46
1431,46
1430,46
1429,46
1428,44
1427,44
1426,44
1425,44
1424,44
1423,44
1422,44
1421,44
1420,44
1419,45
1418,46
1417,46
1416,46
1415,46
1414,46
1413,44
1412,44
1411,44
1410,44
1409,44
1408,44
1407,44
1406,44
1405,45
1404,46
1403,46
1402,46
1401,46
1400,46
1399,44
1398,44
1397,44
1396,44
1395,44
1394,44
1393,44
1392,44
1391,45
1390,46
1389,46
1388,46
1387,46
1386,46
1385,46
1384,46
1383,46
1382,46
1381,46
1380,46
1379,46
1378,47
1377,48
1376,48
1375,48
1374,48
1373,48
1372,46
1371,46
1370,46
1369,46
1368,46
1367,46
1366,46
1365,47
1364,48
1363,48
1362,48
1361,48
1360,48
1359,44
1358,44
1357,44
1356,44
1355,44
1354,44
1353,44
1352,45
1351,46
1350,46
1349,46
1348,46
1347,46
1346,42
1345,42
1344,42
1343,42
1342,42
1341,42
1340,42
1339,43
1338,44
1337,44
1336,44
1335,44
1334,44
1333,42
1332,42
1331,42
1330,42
1329,42
1328,42
1327,42
1326,43
1325,44
1324,44
1323,44
1322,44
1321,44
1320,41
1319,41
1318,41
1317,41
1316,41
1315,41
1314,41
1313,42
1312,42
1311,42
1310,42
1309,42
1308,42
1307,40
1306,40
1305,40
1304,40
1303,40
1302,40
1301,40
1300,41
1299,41
1298,41
1297,41
1296,41
1295,41
1294,42
1293,42
1292,42
1291,42
1290,42
1289,42
1288,42
1287,43
1286,43
1285,43
1284,43
1283,43
1282,43
1281,43
1280,43
1279,43
1278,43
1277,43
1276,43
1275,43
1274,44
1273,44
1272,44
1271,44
1270,44
1269,44
1268,44
1267,44
1266,44
1265,44
1264,44
1263,44
1262,44
1261,45
1260,45
1259,45
1258,45
1257,45
1256,45
1255,45
1254,45
1253,45
1252,45
1251,45
1250,45
1249,45
1248,46
1247,46
1246,46
1245,46
1244,46
1243,46
1242,46
1241,46
1240,46
1239,46
1238,46
1237,46
1236,46
1235,47
1234,47
1233,47
1232,47
1231,47
1230,47
1229,43
1228,43
1227,43
1226,43
1225,43
1224,43
1223,43
1222,44
1221,44
1220,44
1219,44
1218,44
1217,44
1216,47
1215,47
1214,47
1213,47
1212,47
1211,47
1210,47
1209,47
1208,48
1207,48
1206,48
1205,48
1204,48
1203,48
1202,48
1201,48
1200,48
1199,48
1198,48
1197,48
1196,48
1195,48
1194,48
1193,48
1192,48
1191,48
1190,48
1189,48
1188,52
1187,47
1186,47
1185,47
1184,47
1183,47
1182,47
1181,47
1180,47
1179,47
1178,47
1177,47
1176,47
1175,47
1174,47
1173,52
1172,45
1171,45
1170,45
1169,45
1168,45
1167,45
1166,45
1165,45
1164,45
1163,45
1162,45
1161,45
1160,45
1159,52
1158,49
1157,49
1156,49
1155,49
1154,49
1153,49
1152,49
1151,49
1150,49
1149,49
1148,49
1147,49
1146,49
1145,52
1144,52
1143,52
1142,52
1141,51
1140,51
1139,51
1138,51
1137,51
1136,51
1135,51
1134,51
1133,51
1132,51
1131,51
1130,51
1129,51
1128,52
1127,52
1126,52
1125,52
1124,51
1123,51
1122,51
1121,51
1120,51
1119,51
1118,51
1117,51
1116,51
1115,51
1114,51
1113,51
1112,51
1111,49
1110,49
1109,49
1108,49
1107,52
1106,52
1105,52
1104,52
1103,52
1102,52
1101,52
1100,52
1099,52
1098,52
1097,52
1096,52
1095,52
1094,49
1093,49
1092,49
1091,49
1090,49
1089,41
1088,41
1087,41
1086,41
1085,41
1084,41
1083,41
1082,41
1081,41
1080,41
1079,41
1078,41
1077,41
1076,41
1075,49
1074,49
1073,44
1072,43
1071,42
1070,41
1069,44
1068,42
1067,42
1066,42
1065,42
1064,42
1063,42
1062,42
1061,42
1060,42
1059,42
1058,42
1057,42
1056,42
1055,42
1054,49
1053,49
1052,44
1051,43
1050,42
1049,41
1048,44
1047,43
1046,40
1045,41
1044,41
1043,41
1042,41
1041,41
1040,41
1039,41
1038,41
1037,41
1036,41
1035,41
1034,41
1033,41
1032,47
1031,47
1030,47
1029,42
1028,41
1027,40
1026,39
1025,41
1024,39
1023,39
1022,40
1021,40
1020,40
1019,40
1018,40
1017,40
1016,40
1015,40
1014,40
1013,40
1012,40
1011,40
1010,40
1009,47
1008,47
1007,47
1006,47
1005,40
1004,40
1003,38
1002,39
1001,41
1000,39
999,39
998,40
997,40
996,40
995,40
994,40
993,40
992,40
991,40
990,40
989,40
988,40
987,40
986,40
985,52
984,53
983,49
982,47
981,47
980,47
979,47
978,40
977,41
976,36
975,37
974,40
973,38
972,38
971,39
970,39
969,39
968,39
967,39
966,39
965,39
964,39
963,39
962,39
961,39
960,39
959,39
958,47
957,50
956,51
955,52
954,49
953,48
952,48
951,48
950,48
949,40
948,41
947,36
946,36
945,39
944,38
943,38
942,39
941,39
940,39
939,39
938,39
937,39
936,39
935,39
934,39
933,39
932,39
931,39
930,39
929,50
928,49
927,47
926,50
