"planning_unit","number"
925,50
924,51
923,49
922,49
921,49
920,49
919,49
918,43
917,42
916,36
915,35
914,38
913,37
912,37
911,38
910,38
909,38
908,38
907,38
906,38
905,38
904,38
903,38
902,38
901,38
900,38
899,38
898,50
897,50
896,50
895,49
894,47
893,50
892,50
891,51
890,49
889,49
888,49
887,49
886,49
885,42
884,41
883,35
882,34
881,37
880,36
879,36
878,37
877,37
876,37
875,37
874,37
873,37
872,37
871,37
870,37
869,37
868,37
867,37
866,37
865,51
864,49
863,49
862,49
861,47
860,50
859,50
858,51
857,49
856,49
855,49
854,49
853,49
852,41
851,40
850,35
849,33
848,36
847,35
846,35
845,36
844,36
843,36
842,36
841,36
840,36
839,36
838,36
837,36
836,36
835,36
834,36
833,36
832,52
831,52
830,49
829,49
828,49
827,47
826,50
825,50
824,50
823,46
822,45
821,37
820,36
819,36
818,35
817,35
816,36
815,36
814,36
813,36
812,36
811,36
810,36
809,36
808,36
807,36
806,36
805,36
804,36
803,50
802,50
801,50
800,50
799,50
798,48
797,51
796,51
795,51
794,53
793,42
792,33
791,32
790,32
789,31
788,31
787,32
786,32
785,32
784,32
783,32
782,32
781,32
780,32
779,32
778,32
777,32
776,32
775,32
774,50
773,50
772,50
771,50
770,50
769,48
768,51
767,51
766,51
765,38
764,36
763,35
762,35
761,34
760,34
759,35
758,35
757,35
756,35
755,35
754,35
753,35
752,35
751,35
750,35
749,35
748,35
747,35
746,48
745,48
744,48
743,48
742,48
741,48
740,46
739,49
738,49
737,49
736,36
735,34
734,34
733,34
732,33
731,33
730,34
729,34
728,34
727,34
726,34
725,34
724,34
723,34
722,34
721,34
720,34
719,34
718,34
717,48
716,48
715,48
714,48
713,48
712,48
711,46
710,49
709,49
708,49
707,49
706,40
705,34
704,33
703,33
702,33
701,32
700,32
699,33
698,33
697,33
696,33
695,33
694,33
693,33
692,33
691,33
690,33
689,33
688,33
687,33
686,49
685,48
684,48
683,48
682,48
681,48
680,46
679,49
678,49
677,49
676,49
675,43
674,42
673,39
672,39
671,39
670,38
669,38
668,39
667,39
666,39
665,39
664,39
663,39
662,39
661,39
660,39
659,39
658,39
657,39
656,39
655,50
654,47
653,46
652,46
651,46
650,46
649,46
648,46
647,52
646,52
645,52
644,40
643,40
642,38
641,38
640,38
639,37
638,37
637,38
636,38
635,38
634,38
633,38
632,38
631,38
630,38
629,38
628,38
627,38
626,38
625,38
624,49
623,48
622,45
621,45
620,45
619,45
618,45
617,45
616,49
615,48
614,50
613,50
612,51
611,40
610,40
609,39
608,39
607,39
606,38
605,38
604,39
603,39
602,39
601,39
600,39
599,39
598,39
597,39
596,39
595,39
594,39
593,39
592,39
591,49
590,49
589,46
588,44
587,44
586,44
585,44
584,44
583,48
582,48
581,48
580,51
579,40
578,40
577,39
576,39
575,39
574,38
573,38
572,39
571,39
570,39
569,39
568,39
567,39
566,39
565,39
564,39
563,40
562,40
561,40
560,40
559,49
558,49
557,46
556,44
555,44
554,44
553,44
552,44
551,48
550,43
549,43
548,46
547,51
546,41
545,41
544,40
543,40
542,40
541,39
540,39
539,40
538,40
537,40
536,40
535,40
534,40
533,40
532,41
531,41
530,41
529,41
528,41
527,41
526,50
525,50
524,47
523,45
522,45
521,45
520,45
519,45
518,48
517,48
516,48
515,42
514,42
513,41
512,41
511,41
510,40
509,40
508,41
507,41
506,41
505,41
504,41
503,41
502,41
501,42
500,42
499,42
498,42
497,42
496,42
495,48
494,48
493,46
492,41
491,41
490,41
489,41
488,41
487,42
486,42
485,42
484,50
483,50
482,42
481,42
480,41
479,41
478,41
477,40
476,40
475,41
474,41
473,41
472,41
471,41
470,41
469,41
468,42
467,42
466,42
465,42
464,42
463,42
462,48
461,48
460,46
459,41
458,41
457,41
456,41
455,41
454,42
453,42
452,42
451,50
450,50
449,50
448,41
447,41
446,40
445,40
444,40
443,39
442,39
441,40
440,40
439,41
438,41
437,41
436,41
435,41
434,42
433,42
432,42
431,42
430,42
429,42
428,50
427,50
426,48
425,43
424,43
423,43
422,43
421,42
420,44
419,44
418,44
417,50
416,50
415,50
414,40
413,40
412,39
411,39
410,39
409,38
408,38
407,39
406,39
405,40
404,40
403,40
402,40
401,40
400,41
399,42
398,42
397,42
396,42
395,42
394,57
393,56
392,53
391,43
390,43
389,42
388,42
387,42
386,44
385,44
384,44
383,50
382,50
381,50
380,50
379,41
378,41
377,40
376,40
375,40
374,39
373,39
372,40
371,40
370,41
369,41
368,41
367,41
366,41
365,42
364,43
363,43
362,43
361,43
360,43
359,57
358,53
357,46
356,42
355,42
354,42
353,42
352,42
351,44
350,44
349,45
348,51
347,51
346,51
345,51
344,45
343,45
342,44
341,44
340,44
339,43
338,43
337,44
336,44
335,45
334,45
333,45
332,44
331,44
330,45
329,46
328,46
327,46
326,46
325,46
324,56
323,55
322,46
321,45
320,45
319,46
318,46
317,46
316,47
315,47
314,48
313,54
312,54
311,54
310,54
309,47
308,47
307,46
306,46
305,46
304,45
303,45
302,46
301,45
300,46
299,46
298,46
297,45
296,45
295,46
294,47
293,47
292,47
291,47
290,47
289,56
288,55
287,45
286,45
285,45
284,47
283,46
282,46
281,48
280,48
279,48
278,55
277,57
276,56
275,56
274,45
273,45
272,45
271,44
270,44
269,44
268,44
267,45
266,46
265,45
264,46
263,46
262,46
261,45
260,45
259,46
258,48
257,48
256,48
255,48
254,48
253,50
252,50
251,50
250,50
249,49
248,48
247,48
246,48
245,48
244,48
243,53
242,54
241,54
240,53
239,45
238,45
237,45
236,44
235,44
234,44
233,44
232,45
231,46
230,45
229,46
228,46
227,46
226,45
225,45
224,46
223,48
222,48
221,48
220,48
219,48
218,59
217,58
216,51
215,51
214,51
213,50
212,49
211,49
210,49
209,48
208,48
207,53
206,54
205,54
204,53
203,46
202,46
201,46
200,45
199,45
198,45
197,46
196,47
195,48
194,47
193,48
192,48
191,48
190,46
189,46
188,47
187,49
186,49
185,50
184,50
183,50
182,58
181,58
180,51
179,51
178,51
177,50
176,49
175,49
174,49
173,48
172,48
171,53
170,54
169,55
168,54
167,59
166,49
165,49
164,49
163,48
162,48
161,48
160,49
159,49
158,50
157,49
156,50
155,50
154,50
153,48
152,48
151,51
150,53
149,53
148,53
147,53
146,53
145,58
144,58
143,54
142,54
141,51
140,50
139,49
138,49
137,49
136,48
135,48
134,53
133,54
132,55
131,54
130,59
129,49
128,49
127,49
126,48
125,48
124,48
123,49
122,49
121,50
120,49
119,50
118,50
117,50
116,48
115,48
114,51
113,53
112,53
111,53
110,53
109,53
108,59
107,56
106,54
105,51
104,50
103,49
102,49
101,49
100,48
99,48
98,53
97,54
96,55
95,55
94,59
93,49
92,49
91,49
90,48
89,48
88,48
87,49
86,49
85,50
84,49
83,50
82,50
81,50
80,48
79,48
78,51
77,53
76,53
75,53
74,53
73,53
72,59
71,56
70,54
69,51
68,50
67,49
66,49
65,49
64,48
63,48
62,53
61,54
60,56
59,56
58,59
57,49
56,49
55,49
54,48
53,48
52,48
51,49
50,49
49,50
48,49
47,50
46,50
45,50
44,48
43,48
42,51
41,53
40,53
39,53
38,53
37,53
36,59
35,59
34,54
33,51
32,50
31,49
30,49
29,49
28,48
27,48
26,53
25,57
24,57
23,56
22,59
21,49
20,49
19,49
18,48
17,48
16,48
15,49
14,49
13,50
12,49
11,50
10,50
9,50
8,48
7,48
6,51
5,53
4,53
3,53
2,53
1,53
